"gene_id","D1","D3","Z3","MP2","Z1","Z2","MS1","MP1","D7","D9","ZH2","D4","D5","D6"
"ENSMUSG00000036046",1147,913,519,416,1076,703,1042,683,835,809,1012,626,954,848
"ENSMUSG00000036052",139,100,107,92,162,71,142,130,98,110,148,107,97,107
"ENSMUSG00000036053",96,95,61,25,109,75,154,86,70,54,87,123,124,131
"ENSMUSG00000036054",678,514,281,395,432,360,554,478,516,531,428,345,433,383
"ENSMUSG00000036057",1334,1001,701,644,883,601,1098,1006,826,907,1158,639,961,774
"ENSMUSG00000036061",587,443,199,214,507,371,609,325,461,416,477,478,467,497
"ENSMUSG00000036062",0,2,0,0,0,0,0,3,1,2,1,0,1,1
"ENSMUSG00000036067",60,30,39,43,18,48,108,51,34,36,74,84,88,84
"ENSMUSG00000036073",826,623,411,521,555,378,491,788,540,563,512,392,429,404
"ENSMUSG00000036078",2243,2224,841,584,2342,1619,2335,1825,2016,2105,2199,1201,1860,1674
"ENSMUSG00000036083",4,0,0,1,8,4,3,3,1,6,1,4,4,5
"ENSMUSG00000036086",141,94,47,99,102,59,119,42,122,100,111,91,76,99
"ENSMUSG00000036087",1570,1326,780,453,1469,1185,1977,1069,1395,1539,1556,1362,1362,1230
"ENSMUSG00000036091",6,12,4,4,3,14,6,11,5,8,23,6,7,6
"ENSMUSG00000036093",1034,684,532,251,1170,1060,1231,594,941,810,1059,925,934,891
"ENSMUSG00000036095",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000036097",757,539,302,208,729,582,839,443,531,574,652,467,565,534
"ENSMUSG00000036098",3,5,0,0,9,11,9,10,0,5,2,4,6,2
"ENSMUSG00000036099",608,542,458,252,642,396,668,385,552,615,600,503,558,494
"ENSMUSG00000036103",0,0,0,0,4,0,3,0,0,0,0,1,2,3
"ENSMUSG00000036104",1326,1266,550,450,1456,964,1554,1013,1434,1199,1367,1135,1182,1112
"ENSMUSG00000036106",773,571,351,274,516,359,412,344,476,615,636,313,471,494
"ENSMUSG00000036109",168,125,88,50,359,284,485,122,212,184,340,261,246,255
"ENSMUSG00000036110",28,11,20,35,8,6,5,0,7,5,14,1,6,4
"ENSMUSG00000036111",18,6,7,18,10,0,7,2,16,6,7,12,12,15
"ENSMUSG00000036112",3156,2948,1643,1173,3328,2938,4110,3013,4049,3454,3698,3437,3405,3256
"ENSMUSG00000036114",772,526,372,248,475,188,217,545,388,494,433,473,442,443
"ENSMUSG00000036117",0,0,0,0,1,0,0,0,0,0,3,0,0,2
"ENSMUSG00000036120",499,437,262,284,440,179,337,266,531,467,341,270,263,223
"ENSMUSG00000036123",316,302,513,18,394,283,855,78,855,455,651,690,622,309
"ENSMUSG00000036131",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000036136",578,775,296,193,644,199,720,341,816,546,709,494,562,492
"ENSMUSG00000036138",4156,4031,2235,1899,2813,1313,2347,2953,2903,3132,3323,2135,2247,2089
"ENSMUSG00000036139",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036144",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036151",590,715,395,278,349,142,351,651,214,453,565,303,328,296
"ENSMUSG00000036155",211,184,210,29,654,608,951,68,450,312,592,560,619,469
"ENSMUSG00000036158",34,15,6,15,28,22,16,5,15,20,13,14,22,15
"ENSMUSG00000036160",1014,695,482,351,825,849,794,829,774,926,929,706,825,740
"ENSMUSG00000036162",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036167",557,493,268,144,594,556,823,372,486,504,545,399,528,535
"ENSMUSG00000036168",14,15,4,18,8,6,24,25,6,13,7,12,12,11
"ENSMUSG00000036169",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036172",10,4,0,0,2,0,10,8,3,10,4,2,4,1
"ENSMUSG00000036180",2340,1623,984,668,2050,1421,2147,1155,2163,2080,2068,1463,1942,1508
"ENSMUSG00000036181",3436,4006,1806,1193,3452,1151,3298,2854,2920,2008,2589,2228,2107,2249
"ENSMUSG00000036185",7,25,18,42,0,16,10,21,16,6,6,4,12,7
"ENSMUSG00000036186",96,90,39,31,81,50,42,50,54,105,78,69,59,66
"ENSMUSG00000036188",908,748,443,412,818,495,888,579,625,714,791,648,617,613
"ENSMUSG00000036192",1,14,0,0,9,0,11,2,1,3,12,6,1,4
"ENSMUSG00000036196",8,7,13,3,1,15,11,0,4,3,1,1,4,0
"ENSMUSG00000036197",990,704,366,301,1093,1097,1475,785,1037,1021,1034,995,1024,973
"ENSMUSG00000036198",4,0,0,0,0,0,0,0,0,1,3,0,0,0
"ENSMUSG00000036199",4276,3669,2061,1850,2548,1502,1166,3047,2571,3211,2752,2491,1920,2286
"ENSMUSG00000036202",586,389,294,119,813,724,1030,413,673,608,727,838,758,711
"ENSMUSG00000036206",595,469,254,187,491,440,784,398,604,682,700,657,726,681
"ENSMUSG00000036208",246,204,158,68,310,394,392,166,324,271,261,289,312,261
"ENSMUSG00000036211",2,6,0,0,0,0,0,0,0,6,1,0,0,0
"ENSMUSG00000036214",170,166,77,100,108,75,105,160,101,135,105,84,56,92
"ENSMUSG00000036216",8,7,2,0,1,0,4,3,0,4,0,3,3,3
"ENSMUSG00000036218",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036223",188,119,55,150,109,161,111,107,77,83,128,95,60,99
"ENSMUSG00000036225",129,124,50,27,146,132,93,94,92,100,98,54,66,55
"ENSMUSG00000036231",39,22,24,11,19,49,44,31,5,13,12,19,26,15
"ENSMUSG00000036241",3523,3499,1901,1555,2940,2049,2314,2613,2383,2796,2425,1648,1938,1716
"ENSMUSG00000036242",129,48,21,22,64,58,69,42,100,42,74,57,63,49
"ENSMUSG00000036244",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036246",451,419,253,278,355,194,285,293,317,333,331,203,250,246
"ENSMUSG00000036249",298,293,216,169,287,169,314,198,249,274,257,210,216,189
"ENSMUSG00000036251",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036256",5,6,0,2,25,0,20,39,4,0,8,21,8,12
"ENSMUSG00000036257",1243,1072,430,317,1437,1070,1756,762,1282,1074,1259,1111,1044,1163
"ENSMUSG00000036264",76,71,88,22,90,69,121,87,82,65,37,58,91,77
"ENSMUSG00000036270",1402,1213,695,756,1185,601,1446,1380,1129,1252,1317,927,1044,1033
"ENSMUSG00000036273",186,280,132,73,505,210,578,147,299,314,425,322,324,272
"ENSMUSG00000036275",3365,2649,1291,946,2817,1822,3040,2622,2389,2546,2812,1684,2244,1911
"ENSMUSG00000036278",797,594,265,243,429,144,280,541,327,423,374,215,350,285
"ENSMUSG00000036279",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036281",616,396,552,396,353,257,474,577,378,420,459,304,353,377
"ENSMUSG00000036282",1022,765,357,254,863,887,740,821,761,910,827,737,746,714
"ENSMUSG00000036285",611,532,276,148,625,439,539,472,614,454,558,407,488,514
"ENSMUSG00000036291",425,410,263,137,554,497,711,302,511,451,584,527,568,435
"ENSMUSG00000036292",213,151,55,68,255,149,280,195,235,202,228,195,201,203
"ENSMUSG00000036295",3,8,7,5,12,13,2,16,11,9,3,9,7,7
"ENSMUSG00000036298",692,660,278,161,748,535,1019,424,750,685,781,637,622,590
"ENSMUSG00000036299",2252,1314,1098,1033,1667,1187,1376,2055,1501,1444,1452,1286,1016,1244
"ENSMUSG00000036304",23,27,12,6,85,51,105,14,76,51,60,49,77,49
"ENSMUSG00000036305",105,102,48,42,73,34,33,42,62,80,71,109,69,75
"ENSMUSG00000036306",1,0,0,0,1,0,0,0,0,0,1,2,3,1
"ENSMUSG00000036309",5192,4372,2231,1822,4355,3871,4305,4563,3536,3706,3672,3379,3139,3323
"ENSMUSG00000036315",596,448,245,257,460,353,296,503,399,427,401,538,371,439
"ENSMUSG00000036322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036323",2479,2133,1148,700,2665,2417,3332,1720,2721,2780,2815,2727,2954,2575
"ENSMUSG00000036327",1011,729,489,327,985,769,998,687,754,613,814,676,764,847
"ENSMUSG00000036330",103,82,49,24,116,87,113,59,92,73,76,68,99,86
"ENSMUSG00000036333",1828,1950,979,763,2392,1750,2393,1591,2074,2195,2412,1814,1867,1643
"ENSMUSG00000036334",0,0,0,0,0,0,1,0,0,0,2,0,0,0
"ENSMUSG00000036339",420,497,202,214,640,405,491,364,659,478,400,351,363,508
"ENSMUSG00000036352",1401,1145,646,658,961,599,821,1111,818,919,929,703,749,788
"ENSMUSG00000036353",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000036356",1,0,0,0,1,0,4,2,0,0,2,3,4,1
"ENSMUSG00000036357",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036362",1,0,0,0,0,0,0,0,0,2,0,2,4,1
"ENSMUSG00000036368",68,57,16,22,51,65,60,46,59,43,48,47,41,45
"ENSMUSG00000036371",8286,7415,3014,2067,7754,6619,7188,5176,7733,7069,8111,7246,7487,7519
"ENSMUSG00000036372",1905,1635,569,433,1342,436,782,1099,1587,1715,1581,2017,1321,1547
"ENSMUSG00000036376",440,364,165,139,376,211,287,405,298,353,377,269,301,262
"ENSMUSG00000036377",1739,1756,730,414,2016,1205,1975,1056,1684,1736,1967,1480,1826,1545
"ENSMUSG00000036381",0,0,0,0,0,0,1,7,0,0,1,1,0,0
"ENSMUSG00000036390",731,631,269,161,484,254,244,455,432,392,504,264,266,343
"ENSMUSG00000036391",1310,991,599,437,1417,1034,1832,1005,1330,1400,1503,1294,1466,1249
"ENSMUSG00000036395",0,0,0,0,1,0,1,1,4,1,0,0,1,0
"ENSMUSG00000036398",1514,1175,815,576,1053,909,660,1116,1006,1104,1030,1163,861,930
"ENSMUSG00000036401",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036402",5794,5121,2507,1358,6101,4080,7119,4084,5642,5963,6506,4640,4962,4675
"ENSMUSG00000036403",276,169,167,77,256,304,388,177,195,211,232,175,170,213
"ENSMUSG00000036411",6,2,7,8,12,0,3,7,4,0,11,2,6,2
"ENSMUSG00000036412",5,6,0,2,0,0,8,23,1,2,6,1,7,4
"ENSMUSG00000036422",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036427",14669,13688,7371,6805,10024,6750,10490,10541,10361,11436,11304,7917,9744,8639
"ENSMUSG00000036430",517,396,224,128,370,218,249,486,391,423,394,369,354,347
"ENSMUSG00000036432",537,362,177,242,386,389,368,500,323,447,345,345,431,380
"ENSMUSG00000036435",1101,1012,619,612,974,805,1188,938,1103,943,1136,743,899,813
"ENSMUSG00000036437",153,170,90,86,317,61,165,43,77,31,153,41,48,58
"ENSMUSG00000036438",12792,12832,4843,2846,11071,7602,9412,7944,9870,10459,11606,10314,9114,9087
"ENSMUSG00000036442",878,835,320,256,669,387,469,494,501,680,623,484,572,478
"ENSMUSG00000036446",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000036449",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036450",1733,1618,722,465,1551,1048,1482,1087,1394,1370,1545,994,1351,1217
"ENSMUSG00000036452",608,654,270,131,677,401,1012,499,573,566,672,541,503,434
"ENSMUSG00000036459",702,508,215,263,393,419,543,685,576,708,526,540,828,719
"ENSMUSG00000036461",1697,1773,667,287,2362,1744,2773,1078,1802,1666,2124,1264,1788,1424
"ENSMUSG00000036463",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036466",36,49,18,24,28,33,56,36,41,55,37,52,43,32
"ENSMUSG00000036469",3,14,6,0,13,0,18,0,10,14,5,10,18,7
"ENSMUSG00000036473",429,345,191,166,368,278,492,211,340,419,349,231,236,194
"ENSMUSG00000036478",5789,5957,2296,1805,4992,2928,4891,4025,4241,3780,4476,2768,3057,3079
"ENSMUSG00000036480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036492",482,288,122,146,257,104,300,307,342,331,332,163,251,187
"ENSMUSG00000036499",1832,1570,982,535,2221,1809,3141,1633,2453,2164,2682,2112,2004,1977
"ENSMUSG00000036500",0,1,13,0,8,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036501",335,330,287,147,531,412,666,215,588,515,591,416,469,406
"ENSMUSG00000036502",1,5,0,5,5,0,5,3,4,4,4,0,1,1
"ENSMUSG00000036503",1011,1024,434,255,1031,562,1077,510,816,717,943,843,709,772
"ENSMUSG00000036504",7,2,29,2,7,0,9,0,7,3,6,5,5,6
"ENSMUSG00000036510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036513",498,403,221,248,391,302,502,474,440,464,429,498,372,449
"ENSMUSG00000036521",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036523",311,115,214,136,212,188,195,102,211,155,238,134,160,174
"ENSMUSG00000036526",272,163,120,139,245,97,229,142,282,281,265,188,174,191
"ENSMUSG00000036528",648,635,262,246,564,472,628,431,665,459,653,474,527,492
"ENSMUSG00000036529",2806,2133,1553,1365,2385,1454,2491,2657,2109,2420,2647,1172,1944,1444
"ENSMUSG00000036533",201,359,81,95,302,178,201,125,200,211,174,118,145,139
"ENSMUSG00000036534",440,315,153,112,373,225,400,323,402,368,446,287,363,335
"ENSMUSG00000036537",101,107,33,20,101,59,67,46,80,72,79,62,72,87
"ENSMUSG00000036545",0,0,0,0,8,0,0,0,0,1,0,4,3,0
"ENSMUSG00000036550",4460,3911,2281,1405,5625,4162,7729,3504,4658,3933,5435,4178,4271,4109
"ENSMUSG00000036551",0,0,2,0,0,0,0,0,0,6,0,2,4,0
"ENSMUSG00000036552",242,217,129,171,247,105,175,205,184,195,170,161,133,159
"ENSMUSG00000036553",567,641,225,187,422,213,647,509,841,675,762,460,590,456
"ENSMUSG00000036555",267,206,141,104,234,219,207,227,226,188,245,130,211,195
"ENSMUSG00000036557",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000036560",0,1,6,5,0,5,0,0,1,0,0,0,0,0
"ENSMUSG00000036561",453,498,196,133,360,326,434,264,391,340,455,337,397,387
"ENSMUSG00000036564",6,1,0,6,6,0,5,5,15,6,2,2,2,9
"ENSMUSG00000036565",1674,1253,666,344,1400,957,1939,1155,1253,1208,1510,1367,1893,1527
"ENSMUSG00000036568",589,517,293,159,582,457,704,312,541,589,630,385,557,440
"ENSMUSG00000036570",0,0,5,0,3,0,0,9,0,3,3,0,0,1
"ENSMUSG00000036572",1072,925,629,505,900,754,888,954,675,750,721,672,684,644
"ENSMUSG00000036574",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036578",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036580",274,188,164,69,273,111,225,123,233,199,212,171,193,169
"ENSMUSG00000036585",945,690,582,263,903,593,781,440,512,492,555,563,426,443
"ENSMUSG00000036586",2,0,0,0,0,0,0,0,0,0,5,0,0,1
"ENSMUSG00000036587",4,2,0,0,0,0,4,0,2,2,3,0,0,1
"ENSMUSG00000036591",2210,1955,1323,765,2323,2254,3675,1919,2418,2446,2893,2072,2335,1954
"ENSMUSG00000036594",13044,2721,4318,1595,4003,1291,4094,6809,4403,8631,18937,8350,3807,3727
"ENSMUSG00000036596",0,3,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000036598",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036599",26,17,6,7,8,0,10,37,5,6,18,10,7,3
"ENSMUSG00000036602",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036606",11882,10980,6433,5223,9718,6494,12098,7890,11407,11318,12838,8581,10078,8746
"ENSMUSG00000036611",221,158,93,93,122,117,167,99,174,98,157,145,162,119
"ENSMUSG00000036613",654,558,348,260,452,263,419,365,571,542,596,581,449,509
"ENSMUSG00000036615",742,510,326,282,515,289,285,388,306,436,394,302,299,344
"ENSMUSG00000036617",2748,3055,1880,1066,2970,2710,5081,2410,3504,3364,3824,3256,3736,2949
"ENSMUSG00000036620",10163,8565,3878,3182,7545,4341,7591,7193,6798,6949,8532,4609,6075,5376
"ENSMUSG00000036622",1189,959,515,412,903,446,673,606,903,756,792,559,743,726
"ENSMUSG00000036632",1263,1265,374,415,986,895,1001,903,1111,1123,1095,1314,1058,1116
"ENSMUSG00000036634",1,2,7,0,0,0,0,4,0,1,1,0,2,1
"ENSMUSG00000036636",781,584,393,295,545,379,600,524,595,552,727,461,563,582
"ENSMUSG00000036639",579,433,190,243,336,181,303,380,348,359,369,316,252,284
"ENSMUSG00000036641",21,52,10,11,17,20,23,3,19,16,17,8,8,12
"ENSMUSG00000036644",1868,1506,720,720,1699,1083,1673,1061,1546,1312,1662,1201,1352,1294
"ENSMUSG00000036646",2831,2227,1047,810,2468,1706,2272,1553,2257,2314,2727,1647,2122,1900
"ENSMUSG00000036647",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036648",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036655",0,2,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000036658",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036661",396,358,246,275,363,283,583,375,364,425,402,345,434,355
"ENSMUSG00000036667",365,258,155,141,382,278,293,244,243,217,284,255,230,254
"ENSMUSG00000036672",376,268,199,199,244,198,323,288,263,250,278,204,253,230
"ENSMUSG00000036676",445,363,202,69,575,510,675,281,422,439,516,415,526,431
"ENSMUSG00000036678",580,460,253,254,429,354,479,286,440,383,495,384,365,399
"ENSMUSG00000036686",1828,1572,1114,1071,1345,933,1345,1357,1382,1496,1659,806,1368,1233
"ENSMUSG00000036687",1426,1345,635,506,1093,806,921,972,1124,1104,1169,765,1022,812
"ENSMUSG00000036693",660,455,316,292,607,447,523,569,534,461,612,474,500,530
"ENSMUSG00000036698",299,240,336,67,730,560,1040,239,467,449,640,551,704,529
"ENSMUSG00000036699",0,1,0,0,0,3,13,0,2,0,1,4,7,8
"ENSMUSG00000036707",4829,4377,2202,1419,5131,3113,6109,3823,4685,4781,4881,4299,4457,3989
"ENSMUSG00000036712",1081,861,464,391,1031,1013,1525,790,1228,1092,1174,893,996,787
"ENSMUSG00000036718",1185,923,853,661,847,644,1143,1410,971,1196,1156,734,1039,939
"ENSMUSG00000036721",174,93,80,59,132,68,143,123,86,120,116,79,108,96
"ENSMUSG00000036731",4,3,0,0,0,0,1,3,0,1,1,1,3,0
"ENSMUSG00000036733",1,1,0,0,0,0,3,0,3,1,4,2,7,3
"ENSMUSG00000036737",1728,1317,720,501,1431,1280,1495,1152,1475,1467,1485,1133,1418,1280
"ENSMUSG00000036743",0,0,0,0,0,0,0,0,0,0,0,1,0,2
"ENSMUSG00000036744",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036745",93,106,20,15,201,102,238,75,138,125,117,163,174,155
"ENSMUSG00000036748",1295,1087,955,905,817,523,490,1020,670,735,757,557,570,607
"ENSMUSG00000036749",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036751",10627,8340,5500,4401,8022,5976,5005,9588,6296,7887,7214,7597,5265,5721
"ENSMUSG00000036752",16218,13556,5344,3576,13329,8722,14661,10206,13557,13911,16553,12385,12467,12870
"ENSMUSG00000036760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036764",118,116,58,15,140,70,108,70,95,85,68,74,81,115
"ENSMUSG00000036766",6,8,4,5,28,14,10,15,3,2,3,4,4,7
"ENSMUSG00000036768",717,441,197,272,632,807,958,227,419,362,600,415,472,468
"ENSMUSG00000036769",420,438,157,91,452,365,663,367,602,584,590,553,451,469
"ENSMUSG00000036770",0,0,0,0,0,0,1,0,2,0,0,1,0,2
"ENSMUSG00000036775",1144,981,237,184,621,296,543,473,493,511,984,258,636,608
"ENSMUSG00000036777",692,516,191,213,830,558,1099,297,570,440,654,583,444,495
"ENSMUSG00000036779",803,657,388,209,862,728,1048,504,814,797,769,635,745,676
"ENSMUSG00000036781",3900,3127,1677,1089,2883,2522,1826,2741,2937,3131,2901,4895,2341,3026
"ENSMUSG00000036782",6,3,0,12,3,10,11,0,11,0,0,2,2,7
"ENSMUSG00000036790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036792",232,203,140,64,269,284,326,189,227,242,223,211,246,170
"ENSMUSG00000036800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036805",3909,2469,1659,1467,2171,2202,2560,2991,2835,2818,2893,3737,4045,3688
"ENSMUSG00000036810",694,473,293,206,600,366,716,360,533,566,495,449,477,424
"ENSMUSG00000036813",3754,2552,1791,2207,1860,1513,2533,2935,2826,2667,2498,2278,2314,2291
"ENSMUSG00000036814",87,87,21,50,117,88,147,129,76,96,92,67,95,80
"ENSMUSG00000036815",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036816",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036817",1860,1816,830,573,1882,1436,2162,1312,1859,1932,1960,1602,1654,1649
"ENSMUSG00000036819",264,214,146,131,349,186,383,331,237,274,287,264,240,285
"ENSMUSG00000036820",1113,1229,698,468,774,405,698,851,911,1119,1130,816,910,947
"ENSMUSG00000036822",763,668,331,167,688,588,883,458,660,643,841,610,650,597
"ENSMUSG00000036825",1957,1678,962,638,1824,1904,1969,1229,1625,1809,2096,1745,1580,1626
"ENSMUSG00000036826",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036832",16,0,9,0,10,0,1,0,4,4,7,1,1,2
"ENSMUSG00000036833",411,361,216,143,274,250,411,265,373,341,516,351,332,324
"ENSMUSG00000036834",777,775,413,300,1270,1081,1420,584,789,774,938,1118,951,941
"ENSMUSG00000036835",2419,1957,1021,961,1582,912,1256,2113,1413,1661,1485,1207,1168,1247
"ENSMUSG00000036840",486,433,192,237,419,296,464,450,360,373,393,337,305,315
"ENSMUSG00000036845",556,452,359,378,373,192,346,432,278,323,282,229,231,281
"ENSMUSG00000036850",905,695,355,284,616,519,558,751,693,724,741,1012,627,784
"ENSMUSG00000036853",6,3,0,2,2,0,4,7,4,5,11,2,1,2
"ENSMUSG00000036854",125,68,50,53,87,44,146,72,79,81,90,62,89,71
"ENSMUSG00000036855",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036856",1,0,0,5,0,5,10,23,0,2,3,6,1,5
"ENSMUSG00000036858",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036860",755,665,314,207,494,365,444,526,565,598,622,607,398,482
"ENSMUSG00000036862",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036863",259,234,129,89,275,387,398,180,288,211,337,300,245,252
"ENSMUSG00000036864",288,173,177,226,184,200,133,238,89,111,144,59,76,76
"ENSMUSG00000036867",762,627,251,247,492,153,164,166,435,308,371,89,186,204
"ENSMUSG00000036872",0,0,0,0,0,0,3,2,0,1,0,1,0,0
"ENSMUSG00000036873",615,495,268,210,461,307,254,405,355,464,445,400,333,336
"ENSMUSG00000036875",275,122,101,76,198,220,320,143,179,135,263,150,178,243
"ENSMUSG00000036879",1228,994,609,536,1142,1099,1307,1058,1021,1054,1136,1065,978,1001
"ENSMUSG00000036880",3388,2829,1128,1294,2102,1485,2296,2553,2097,2162,2162,1910,2112,2176
"ENSMUSG00000036882",244,173,106,182,187,132,186,110,137,164,235,111,137,147
"ENSMUSG00000036885",586,458,371,204,637,544,737,405,529,472,624,598,603,567
"ENSMUSG00000036887",76,38,27,16,27,0,21,38,19,41,73,27,20,25
"ENSMUSG00000036890",139,140,65,28,144,90,151,87,110,121,86,118,119,113
"ENSMUSG00000036892",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036893",1466,1045,568,350,1311,1239,1453,1058,1181,1251,1330,1037,1264,1217
"ENSMUSG00000036894",146,111,61,39,93,74,79,124,78,72,74,73,85,65
"ENSMUSG00000036896",27,24,11,2,10,0,11,4,11,19,39,14,7,17
"ENSMUSG00000036898",236,226,129,104,244,257,252,203,187,198,224,169,210,199
"ENSMUSG00000036899",3,0,0,0,5,0,3,0,1,3,10,1,6,3
"ENSMUSG00000036902",59,24,30,14,37,80,50,35,44,26,38,48,27,53
"ENSMUSG00000036904",246,288,85,45,224,134,215,98,318,188,231,168,160,151
"ENSMUSG00000036905",18,11,6,7,8,7,12,10,1,30,43,14,13,22
"ENSMUSG00000036907",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036908",1959,1920,710,713,1358,836,1782,1608,1601,1685,2230,1399,1596,1609
"ENSMUSG00000036912",274,173,82,128,164,126,198,81,153,99,134,126,154,126
"ENSMUSG00000036913",5,0,0,0,0,12,3,4,2,2,1,3,3,3
"ENSMUSG00000036915",1,0,0,0,0,8,3,4,1,0,0,0,0,1
"ENSMUSG00000036916",191,187,86,57,210,175,345,152,204,188,234,224,233,180
"ENSMUSG00000036918",2295,1658,1080,759,1830,1140,2417,1705,1924,1952,2530,1593,1786,1775
"ENSMUSG00000036921",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036923",24,7,0,2,9,19,9,4,5,2,6,4,9,9
"ENSMUSG00000036924",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036925",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000036928",2,4,4,4,3,0,4,12,1,4,0,0,2,3
"ENSMUSG00000036931",176,121,69,78,93,99,136,130,107,109,107,115,112,107
"ENSMUSG00000036932",2487,2062,983,643,2172,1514,2025,1284,2262,1999,2370,2225,1931,2230
"ENSMUSG00000036934",307,248,69,90,267,184,189,157,133,254,169,207,185,168
"ENSMUSG00000036938",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036940",1465,1339,793,478,1456,1096,1721,1159,1198,1278,1392,1165,1347,1197
"ENSMUSG00000036941",498,438,314,218,501,466,576,396,425,459,525,388,378,452
"ENSMUSG00000036943",255,204,107,74,276,236,454,231,291,296,289,268,300,323
"ENSMUSG00000036944",13,8,0,7,11,4,19,2,6,4,13,5,13,5
"ENSMUSG00000036948",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036949",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036951",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036955",736,677,263,175,660,454,540,516,626,595,502,495,545,587
"ENSMUSG00000036957",524,244,181,191,266,190,266,234,251,221,393,172,230,221
"ENSMUSG00000036958",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036959",482,448,264,164,401,327,291,253,286,463,445,279,383,265
"ENSMUSG00000036960",4,4,13,6,2,6,9,1,3,15,5,0,1,1
"ENSMUSG00000036961",18,15,0,3,20,0,17,3,7,15,11,0,7,8
"ENSMUSG00000036962",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036964",7,7,8,6,3,0,9,0,4,9,8,15,11,14
"ENSMUSG00000036966",1068,874,360,290,717,342,750,625,850,833,912,548,731,701
"ENSMUSG00000036968",470,377,109,138,340,305,263,368,244,297,245,245,245,243
"ENSMUSG00000036972",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036975",261,221,96,73,201,127,197,142,231,161,212,142,148,209
"ENSMUSG00000036977",231,136,90,46,158,180,107,145,112,165,155,204,129,129
