NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RHAG	1	ENSMUSG00000023926	
NOTUM	1	ENSMUSG00000042988	
INHA	1	ENSMUSG00000032968	
CYB561	1	ENSMUSG00000019590	
GHDC	1	ENSMUSG00000017747	
TOR2A	1	ENSMUSG00000009563	
CLSTN2	1	ENSMUSG00000032452	
CLSTN3	1	ENSMUSG00000008153	
RTKN2	1	ENSMUSG00000037846	
CLSTN1	1	ENSMUSG00000039953	
BZW2	1	ENSMUSG00000020547	
BZW1	1	ENSMUSG00000051223	
PYCARD	1	ENSMUSG00000030793	
TUBB6	1	ENSMUSG00000001473	
TUBB3	1	ENSMUSG00000062380	
SMARCAD1	1	ENSMUSG00000029920	
STK32A	1	ENSMUSG00000039954	
STK32C	1	ENSMUSG00000015981	
TOR3A	1	ENSMUSG00000060519	
CYB561A3	1	ENSMUSG00000034445	
INIP	1	ENSMUSG00000038544	
ADAM2	1	ENSMUSG00000022039	
RALGAPB	1	ENSMUSG00000027652	
ADAM5	1	ENSMUSG00000031554	
ADAM9	1	ENSMUSG00000031555	
ADAM8	1	ENSMUSG00000025473	
ADAM7	1	ENSMUSG00000022056	
TNIK	1	ENSMUSG00000027692	
RHCG	1	ENSMUSG00000030549	
INTS6L	1	ENSMUSG00000035967	
DNMT1	1	ENSMUSG00000004099	
MINDY3	1	ENSMUSG00000026767	
MINDY4	1	ENSMUSG00000038022	
FECH	1	ENSMUSG00000024588	
MINDY1	1	ENSMUSG00000038712	
TNKS	1	ENSMUSG00000031529	
MINDY2	1	ENSMUSG00000042444	
METTL2A	1	ENSMUSG00000020691	
ADAP2	1	ENSMUSG00000020709	
ITPRIPL1	1	ENSMUSG00000074825	
PITRM1	1	ENSMUSG00000021193	
SKIL	1	ENSMUSG00000027660	
TOR1A	1	ENSMUSG00000026849	
TNK2	1	ENSMUSG00000022791	
CEP350	1	ENSMUSG00000033671	
TNK1	1	ENSMUSG00000001583	
TOR1B	1	ENSMUSG00000026848	
ADAP1	1	ENSMUSG00000056413	
RHEB	1	ENSMUSG00000028945	
SERINC1	1	ENSMUSG00000019877	
SERINC3	1	ENSMUSG00000017707	
SERINC2	1	ENSMUSG00000023232	
SERINC5	1	ENSMUSG00000021703	
TUBA8	1	ENSMUSG00000030137	
DAGLA	1	ENSMUSG00000035735	
SCPEP1	1	ENSMUSG00000000278	
METTL14	1	ENSMUSG00000028114	
METTL13	1	ENSMUSG00000026694	
METTL16	1	ENSMUSG00000010554	
METTL15	1	ENSMUSG00000057234	
METTL18	1	ENSMUSG00000041396	
METTL17	1	ENSMUSG00000004561	
ELAC2	1	ENSMUSG00000020549	
ELAC1	1	ENSMUSG00000036941	
INMT	1	ENSMUSG00000003477	
METTL23	1	ENSMUSG00000090266	
METTL22	1	ENSMUSG00000039345	
DMRTA2	1	ENSMUSG00000047143	
METTL25	1	ENSMUSG00000036009	
METTL24	1	ENSMUSG00000045555	
DMRTA1	1	ENSMUSG00000043753	
TESMIN	1	ENSMUSG00000024905	
DAGLB	1	ENSMUSG00000039206	
METTL27	1	ENSMUSG00000040557	
METTL26	1	ENSMUSG00000025731	
PRR5L	1	ENSMUSG00000032841	
CHADL	1	ENSMUSG00000063765	
TNNI1	1	ENSMUSG00000026418	
TNNI2	1	ENSMUSG00000031097	
ETFRF1	1	ENSMUSG00000040370	
TNNI3	1	ENSMUSG00000035458	
CTNNAL1	1	ENSMUSG00000038816	
TNP2	1	ENSMUSG00000043050	
TP53RK	2	ENSMUSG00000039725:ENSMUSG00000042854	
HSF2BP	1	ENSMUSG00000002076	
ANTXR2	1	ENSMUSG00000029338	
ANTXR1	1	ENSMUSG00000033420	
CCT6B	1	ENSMUSG00000020698	
SAP130	1	ENSMUSG00000024260	
INSC	1	ENSMUSG00000048782	
C6orf226	1	ENSMUSG00000062619	
CHAC2	1	ENSMUSG00000020309	
CHAC1	1	ENSMUSG00000027313	
TNS4	1	ENSMUSG00000017607	
SKP2	1	ENSMUSG00000054115	
TNS3	1	ENSMUSG00000020422	
TNS2	1	ENSMUSG00000037003	
SKP1	1	ENSMUSG00000036309	
TNS1	1	ENSMUSG00000055322	
SACM1L	1	ENSMUSG00000025240	
NFKBIL1	1	ENSMUSG00000042419	
EBF1	1	ENSMUSG00000057098	
EBF3	1	ENSMUSG00000010476	
EBF4	1	ENSMUSG00000053552	
RUNX3	1	ENSMUSG00000070691	
RUNX2	1	ENSMUSG00000039153	
RUNX1	1	ENSMUSG00000022952	
MARF1	1	ENSMUSG00000060657	
ANTXRL	1	ENSMUSG00000047441	
ALDH7A1	1	ENSMUSG00000053644	
RWDD2B	1	ENSMUSG00000041079	
RWDD2A	1	ENSMUSG00000032417	
INTU	1	ENSMUSG00000060798	
EBI3	1	ENSMUSG00000003206	
PRRC1	1	ENSMUSG00000024594	
LINC01089	1	ENSMUSG00000090086	
TMEM50A	1	ENSMUSG00000028822	
INSR	1	ENSMUSG00000005534	
TMEM50B	1	ENSMUSG00000022964	
CIDEA	1	ENSMUSG00000024526	
CIDEB	1	ENSMUSG00000022219	
AMMECR1	1	ENSMUSG00000042225	
SCARNA18B	1	ENSMUSG00000088323	
CIDEC	1	ENSMUSG00000030278	
CCT6A	1	ENSMUSG00000029447	
MARCO	1	ENSMUSG00000026390	
HOTTIP	1	ENSMUSG00000055408	
DMRTC2	1	ENSMUSG00000011349	
RTL8A	1	ENSMUSG00000067925	
RTL8B	1	ENSMUSG00000067924	
RTL8C	1	ENSMUSG00000051851	
INVS	1	ENSMUSG00000028344	
HBS1L	1	ENSMUSG00000019977	
FEN1	1	ENSMUSG00000024742	
EPB41L4B	1	ENSMUSG00000028434	
EPB41L4A	1	ENSMUSG00000024376	
UCHL1	1	ENSMUSG00000029223	
CAMKV	1	ENSMUSG00000032936	
NKIRAS1	1	ENSMUSG00000021772	
PCF11	1	ENSMUSG00000041328	
NKIRAS2	1	ENSMUSG00000017837	
CAMLG	1	ENSMUSG00000021501	
RHOG	1	ENSMUSG00000073982	
RHOH	1	ENSMUSG00000029204	
RHOF	1	ENSMUSG00000029449	
IL17RE	1	ENSMUSG00000043088	
TUBG2	1	ENSMUSG00000045007	
RHOC	1	ENSMUSG00000002233	
UCHL3	2	ENSMUSG00000022111:ENSMUSG00000035337	
TUBG1	1	ENSMUSG00000035198	
IL17RD	1	ENSMUSG00000040717	
IL17RC	1	ENSMUSG00000030281	
RHOD	1	ENSMUSG00000041845	
RHOA	1	ENSMUSG00000007815	
IL17RB	1	ENSMUSG00000015966	
UCHL5	1	ENSMUSG00000018189	
IL17RA	1	ENSMUSG00000002897	
RHOB	1	ENSMUSG00000054364	
TNNT1	1	ENSMUSG00000064179	
TNNT2	1	ENSMUSG00000026414	
MMP23B	1	ENSMUSG00000029061	
RHOJ	1	ENSMUSG00000046768	
TNNT3	1	ENSMUSG00000061723	
RHOU	1	ENSMUSG00000039960	
RHOV	1	ENSMUSG00000034226	
RHOQ	1	ENSMUSG00000024143	
OPRD1	1	ENSMUSG00000050511	
TOR4A	1	ENSMUSG00000059555	
TNXB	1	ENSMUSG00000033327	
TUBD1	1	ENSMUSG00000020513	
PBLD	1	ENSMUSG00000020072	
KIAA0753	1	ENSMUSG00000020807	
ADAD1	1	ENSMUSG00000027719	
TBL1X	1	ENSMUSG00000025246	
RANBP2	1	ENSMUSG00000003226	
RANBP1	1	ENSMUSG00000005732	
RANBP3	1	ENSMUSG00000002372	
RANBP9	1	ENSMUSG00000038546	
TUBE1	1	ENSMUSG00000019845	
RANBP6	1	ENSMUSG00000074909	
RSL1D1	1	ENSMUSG00000005846	
GHRH	1	ENSMUSG00000027643	
CAMK4	1	ENSMUSG00000038128	
R3HCC1	1	ENSMUSG00000034194	
B9D1	1	ENSMUSG00000001039	
GHRL	1	ENSMUSG00000064177	
CAMK1	1	ENSMUSG00000030272	
B9D2	1	ENSMUSG00000063439	
STEAP3	1	ENSMUSG00000026389	
STEAP4	1	ENSMUSG00000012428	
GOLT1B	1	ENSMUSG00000030245	
NPY2R	1	ENSMUSG00000028004	
ARHGAP39	1	ENSMUSG00000033697	
SSC4D	1	ENSMUSG00000029699	
NALF2	1	ENSMUSG00000071719	
ARHGAP36	1	ENSMUSG00000036198	
ARHGAP35	1	ENSMUSG00000058230	
ARHGAP44	1	ENSMUSG00000033389	
ARHGAP42	1	ENSMUSG00000050730	
ARHGAP40	1	ENSMUSG00000074625	
BASP1	1	ENSMUSG00000045763	
PDIA3	1	ENSMUSG00000027248	
PDIA2	1	ENSMUSG00000024184	
NPY1R	1	ENSMUSG00000036437	
PDIA6	1	ENSMUSG00000020571	
PDIA5	1	ENSMUSG00000022844	
PDIA4	1	ENSMUSG00000025823	
ARHGAP45	1	ENSMUSG00000035697	
CMPK1	1	ENSMUSG00000028719	
CMPK2	1	ENSMUSG00000020638	
AIPL1	1	ENSMUSG00000040554	
LRIF1	1	ENSMUSG00000056260	
STEAP1	1	ENSMUSG00000015652	
STEAP2	1	ENSMUSG00000015653	
OR6K3	1	ENSMUSG00000051528	
BTF3L4	1	ENSMUSG00000028568	
TMEM59L	1	ENSMUSG00000035964	
ARHGAP19	1	ENSMUSG00000025154	
ARHGAP18	1	ENSMUSG00000039031	
ARHGAP17	1	ENSMUSG00000030766	
SEZ6L2	1	ENSMUSG00000030683	
ARHGAP15	1	ENSMUSG00000049744	
ARHGAP12	1	ENSMUSG00000041225	
ARHGAP22	1	ENSMUSG00000063506	
ARHGAP21	1	ENSMUSG00000036591	
ARHGAP20	1	ENSMUSG00000053199	
MAN2A2	1	ENSMUSG00000038886	
MAN2A1	1	ENSMUSG00000024085	
MARK4	1	ENSMUSG00000030397	
MARK3	1	ENSMUSG00000007411	
MARK2	1	ENSMUSG00000024969	
MARK1	1	ENSMUSG00000026620	
RAP1GAP2	1	ENSMUSG00000038807	
ALYREF	2	ENSMUSG00000060244:ENSMUSG00000025134	
ASPSCR1	1	ENSMUSG00000025142	
TDRD9	1	ENSMUSG00000054003	
ARHGAP29	1	ENSMUSG00000039831	
ARHGAP28	1	ENSMUSG00000024043	
SSC5D	1	ENSMUSG00000035279	
TDRD7	1	ENSMUSG00000035517	
ARHGAP27	1	ENSMUSG00000034255	
ARHGAP26	1	ENSMUSG00000036452	
TDRD5	1	ENSMUSG00000060985	
ARHGAP25	1	ENSMUSG00000030047	
TDRD3	1	ENSMUSG00000022019	
ARHGAP24	1	ENSMUSG00000057315	
NMRAL1	1	ENSMUSG00000063445	
ARHGAP23	1	ENSMUSG00000049807	
TDRD1	1	ENSMUSG00000025081	
ARHGAP33	1	ENSMUSG00000036882	
ARHGAP32	1	ENSMUSG00000041444	
ARHGAP31	1	ENSMUSG00000022799	
DNMBP	1	ENSMUSG00000025195	
ARHGAP30	1	ENSMUSG00000048865	
MAN2B2	1	ENSMUSG00000029119	
EBPL	1	ENSMUSG00000021928	
MAN2B1	1	ENSMUSG00000005142	
ULBP1	1	ENSMUSG00000079685	
CRISP2	1	ENSMUSG00000023930	
MADCAM1	1	ENSMUSG00000020310	
MAN2C1	1	ENSMUSG00000032295	
DESI1	1	ENSMUSG00000022472	
DESI2	1	ENSMUSG00000026502	
MARS2	1	ENSMUSG00000046994	
MARS1	1	ENSMUSG00000040354	
URAD	1	ENSMUSG00000075543	
URB2	1	ENSMUSG00000031976	
OPRM1	1	ENSMUSG00000000766	
URB1	1	ENSMUSG00000039929	
MIR16-2	1	ENSMUSG00000065606	
ARHGAP10	1	ENSMUSG00000037148	
ITGB1BP1	1	ENSMUSG00000062352	
ITGB1BP2	1	ENSMUSG00000031312	
NPY4R	1	ENSMUSG00000048337	
OPRL1	1	ENSMUSG00000027584	
MOSPD2	1	ENSMUSG00000061778	
MOSPD1	1	ENSMUSG00000023074	
MTIF2	1	ENSMUSG00000020459	
MTIF3	1	ENSMUSG00000016510	
MOSPD3	1	ENSMUSG00000037221	
TOB2	1	ENSMUSG00000048546	
TOB1	1	ENSMUSG00000037573	
PRRG4	1	ENSMUSG00000027171	
PRRG3	1	ENSMUSG00000033361	
NT5DC1	1	ENSMUSG00000039480	
MIR16-1	1	ENSMUSG00000092995	
PRRG2	1	ENSMUSG00000007837	
NT5DC2	1	ENSMUSG00000071547	
PRRG1	1	ENSMUSG00000047996	
NT5DC3	1	ENSMUSG00000054027	
LRIG1	1	ENSMUSG00000030029	
LRIG3	1	ENSMUSG00000020105	
LRIG2	1	ENSMUSG00000032913	
SHCBP1	1	ENSMUSG00000022322	
PIKFYVE	1	ENSMUSG00000025949	
GNPDA1	1	ENSMUSG00000052102	
GNPDA2	1	ENSMUSG00000029209	
SSBP1	1	ENSMUSG00000029911	
SSBP2	1	ENSMUSG00000003992	
TRAV26-2	1	ENSMUSG00000076863	
SSBP3	1	ENSMUSG00000061887	
SSBP4	1	ENSMUSG00000070003	
MIR30B	1	ENSMUSG00000065476	
NUP107	1	ENSMUSG00000052798	
PWWP2B	1	ENSMUSG00000060260	
TEX45	1	ENSMUSG00000040340	
TEX47	1	ENSMUSG00000040514	
SPINT3	1	ENSMUSG00000074596	
TEX48	1	ENSMUSG00000058935	
SPINT2	1	ENSMUSG00000074227	
ALKBH7	1	ENSMUSG00000002661	
TEX49	1	ENSMUSG00000022993	
SLA2	1	ENSMUSG00000027636	
ALKBH6	1	ENSMUSG00000042831	
ALKBH8	1	ENSMUSG00000025899	
ALKBH3	1	ENSMUSG00000040174	
ALKBH2	1	ENSMUSG00000044339	
ALKBH5	1	ENSMUSG00000042650	
ALKBH4	1	ENSMUSG00000039754	
DPYSL5	1	ENSMUSG00000029168	
DPYSL2	1	ENSMUSG00000022048	
ALKBH1	1	ENSMUSG00000079036	
DPYSL3	1	ENSMUSG00000024501	
GPBP1	1	ENSMUSG00000032745	
FGFR1OP2	1	ENSMUSG00000040242	
PWWP2A	1	ENSMUSG00000044950	
VSTM5	1	ENSMUSG00000031937	
MIR30D	1	ENSMUSG00000065437	
FNBP4	1	ENSMUSG00000008200	
SAP30BP	1	ENSMUSG00000020755	
TEX50	1	ENSMUSG00000049160	
TEX52	1	ENSMUSG00000079304	
FNBP1	1	ENSMUSG00000075415	
TEX53	1	ENSMUSG00000084782	
CACNA2D1	1	ENSMUSG00000040118	
TEX54	1	ENSMUSG00000090840	
TEX55	1	ENSMUSG00000022798	
CACNA2D3	1	ENSMUSG00000021991	
CACNA2D2	1	ENSMUSG00000010066	
CACNA2D4	1	ENSMUSG00000041460	
ABITRAM	1	ENSMUSG00000038827	
SPINT1	1	ENSMUSG00000027315	
ASPHD1	1	ENSMUSG00000046378	
FEZ1	1	ENSMUSG00000032118	
FEZ2	1	ENSMUSG00000056121	
TCEANC2	1	ENSMUSG00000028619	
PLBD1	1	ENSMUSG00000030214	
TXNIP	1	ENSMUSG00000038393	
ASPHD2	1	ENSMUSG00000029348	
CLOCK	1	ENSMUSG00000029238	
PLBD2	1	ENSMUSG00000029598	
SLBP	1	ENSMUSG00000004642	
URI1	1	ENSMUSG00000030421	
SAR1A	1	ENSMUSG00000020088	
SAR1B	1	ENSMUSG00000020386	
TEX22	1	ENSMUSG00000012211	
TEX26	1	ENSMUSG00000029660	
ZC3HAV1	1	ENSMUSG00000029826	
TEX29	1	ENSMUSG00000031512	
MIR326	1	ENSMUSG00000065571	
PRPSAP1	1	ENSMUSG00000015869	
PRPSAP2	1	ENSMUSG00000020528	
HLCS	1	ENSMUSG00000040820	
ATRIP	1	ENSMUSG00000025646	
TOE1	1	ENSMUSG00000028688	
CREBBP	1	ENSMUSG00000022521	
BTBD19	1	ENSMUSG00000073771	
BTBD17	1	ENSMUSG00000000202	
TEX30	1	ENSMUSG00000026049	
NCAPH2	1	ENSMUSG00000008690	
BTBD16	1	ENSMUSG00000040298	
PBX3	1	ENSMUSG00000038718	
TEX35	1	ENSMUSG00000026592	
PBX2	1	ENSMUSG00000034673	
TEX36	1	ENSMUSG00000030976	
PBX4	1	ENSMUSG00000031860	
TEX38	1	ENSMUSG00000044556	
MIR339	1	ENSMUSG00000065593	
BTBD10	1	ENSMUSG00000038187	
PBX1	1	ENSMUSG00000052534	
MIR337	1	ENSMUSG00000065526	
MIR345	1	ENSMUSG00000065429	
MIR342	1	ENSMUSG00000065436	
MIR340	1	ENSMUSG00000065417	
NCAPG2	1	ENSMUSG00000042029	
SNX12	1	ENSMUSG00000046032	
SNX13	1	ENSMUSG00000020590	
SNX10	1	ENSMUSG00000038301	
SNX11	1	ENSMUSG00000020876	
JRKL	1	ENSMUSG00000079083	
IL18BP	1	ENSMUSG00000070427	
CASP14	1	ENSMUSG00000005355	
CASP12	1	ENSMUSG00000025887	
SLC18A1	1	ENSMUSG00000036330	
SLC18A2	1	ENSMUSG00000025094	
RING1	1	ENSMUSG00000024325	
TEX10	1	ENSMUSG00000028345	
TEX11	1	ENSMUSG00000009670	
TEX12	1	ENSMUSG00000032065	
TEX14	1	ENSMUSG00000010342	
TEX15	1	ENSMUSG00000009628	
TEX19	2	ENSMUSG00000039337:ENSMUSG00000039329	
PLSCR1	2	ENSMUSG00000032372:ENSMUSG00000032369	
PLSCR3	1	ENSMUSG00000019461	
PLSCR4	1	ENSMUSG00000032377	
SLC18B1	1	ENSMUSG00000037455	
PAFAH1B3	1	ENSMUSG00000005447	
PAFAH1B2	1	ENSMUSG00000003131	
PAFAH1B1	1	ENSMUSG00000020745	
ECHS1	1	ENSMUSG00000025465	
CTF2P	1	ENSMUSG00000060034	
URM1	1	ENSMUSG00000069020	
SNX32	1	ENSMUSG00000056185	
SNX33	1	ENSMUSG00000032733	
SNX30	1	ENSMUSG00000028385	
MIR30C1	1	ENSMUSG00000065490	
SNX31	1	ENSMUSG00000013611	
MIR30C2	1	ENSMUSG00000065567	
RIDA	1	ENSMUSG00000022323	
SNX29	1	ENSMUSG00000071669	
SNX27	1	ENSMUSG00000028136	
SNX25	1	ENSMUSG00000038291	
CASP8AP2	1	ENSMUSG00000028282	
RIC3	1	ENSMUSG00000048330	
SLF1	1	ENSMUSG00000021597	
SLF2	1	ENSMUSG00000036097	
RIC1	1	ENSMUSG00000038658	
SNX24	1	ENSMUSG00000024535	
APEX2	1	ENSMUSG00000025269	
SNX21	1	ENSMUSG00000050373	
SNX22	1	ENSMUSG00000039452	
SNX20	1	ENSMUSG00000031662	
SNX18	1	ENSMUSG00000042364	
GID4	1	ENSMUSG00000018415	
SNX19	1	ENSMUSG00000031993	
SNX16	1	ENSMUSG00000027534	
MYBBP1A	1	ENSMUSG00000040463	
SNX17	1	ENSMUSG00000029146	
SNX14	1	ENSMUSG00000032422	
APEX1	1	ENSMUSG00000035960	
SHKBP1	1	ENSMUSG00000089832	
SNX15	1	ENSMUSG00000024787	
GID8	1	ENSMUSG00000027573	
PWWP3A	1	ENSMUSG00000020156	
PWWP3B	1	ENSMUSG00000042515	
NCAPD2	1	ENSMUSG00000038252	
CIAPIN1	1	ENSMUSG00000031781	
NCAPD3	1	ENSMUSG00000035024	
LY6K	1	ENSMUSG00000044678	
ALDH1L1	1	ENSMUSG00000030088	
RIF1	1	ENSMUSG00000036202	
TMEM167B	1	ENSMUSG00000068732	
TMEM167A	1	ENSMUSG00000012422	
MAP3K7CL	1	ENSMUSG00000025610	
LY75	1	ENSMUSG00000026980	
ALDH1L2	1	ENSMUSG00000020256	
LAPTM4B	1	ENSMUSG00000022257	
LAPTM4A	1	ENSMUSG00000020585	
UROD	1	ENSMUSG00000028684	
TOM1	1	ENSMUSG00000042870	
CTNNBIP1	1	ENSMUSG00000028988	
SDCBP2	1	ENSMUSG00000027456	
RINT1	1	ENSMUSG00000028999	
LY6D	1	ENSMUSG00000034634	
AJUBA	1	ENSMUSG00000022178	
ARL8A	1	ENSMUSG00000026426	
LY6E	1	ENSMUSG00000022587	
ARL8B	1	ENSMUSG00000030105	
GRIA2	1	ENSMUSG00000033981	
TOMT	1	ENSMUSG00000078630	
LY96	1	ENSMUSG00000025779	
CREBL2	1	ENSMUSG00000032652	
PKMYT1	1	ENSMUSG00000023908	
AMDHD1	1	ENSMUSG00000015890	
AMDHD2	1	ENSMUSG00000036820	
KIAA1522	1	ENSMUSG00000050390	
TNFRSF17	1	ENSMUSG00000022496	
TNFRSF14	1	ENSMUSG00000042333	
IP6K1	1	ENSMUSG00000032594	
SAC3D1	1	ENSMUSG00000024790	
GRIA4	1	ENSMUSG00000025892	
IP6K2	1	ENSMUSG00000032599	
UROS	1	ENSMUSG00000030979	
LY86	1	ENSMUSG00000021423	
UCKL1	1	ENSMUSG00000089917	
NOXA1	1	ENSMUSG00000036805	
TRIM75	1	ENSMUSG00000071089	
RIGI	1	ENSMUSG00000040296	
OR7E24	1	ENSMUSG00000066896	
TRIM71	1	ENSMUSG00000079259	
TRIM72	1	ENSMUSG00000042828	
ECE1	1	ENSMUSG00000057530	
ECE2	1	ENSMUSG00000022842	
ARL5B	1	ENSMUSG00000017418	
KIAA1549	1	ENSMUSG00000063455	
ARL5C	1	ENSMUSG00000038352	
TRIM68	1	ENSMUSG00000073968	
TRIM69	1	ENSMUSG00000033368	
PIERCE2	1	ENSMUSG00000086158	
ARL5A	1	ENSMUSG00000036093	
TRIM65	1	ENSMUSG00000054517	
TRIM66	1	ENSMUSG00000031026	
PIERCE1	1	ENSMUSG00000026831	
TRIM67	1	ENSMUSG00000036913	
TRIM62	1	ENSMUSG00000041000	
GRID2	1	ENSMUSG00000071424	
GRID1	1	ENSMUSG00000041078	
TNFRSF18	1	ENSMUSG00000041954	
TNFRSF19	1	ENSMUSG00000060548	
TNFRSF1B	1	ENSMUSG00000028599	
ARFGAP3	1	ENSMUSG00000054277	
ARFGAP1	1	ENSMUSG00000027575	
ARFGAP2	1	ENSMUSG00000027255	
TNFRSF1A	1	ENSMUSG00000030341	
ARL4C	1	ENSMUSG00000049866	
ARL4D	1	ENSMUSG00000034936	
ARL4A	1	ENSMUSG00000047446	
PCCA	1	ENSMUSG00000041650	
PCCB	1	ENSMUSG00000032527	
ZNF879	1	ENSMUSG00000044296	
ZNF878	1	ENSMUSG00000066880	
TRIM58	1	ENSMUSG00000037124	
TNFRSF25	1	ENSMUSG00000024793	
TRIM59	1	ENSMUSG00000034317	
TOP1	1	ENSMUSG00000070544	
DCTPP1	1	ENSMUSG00000042462	
TNFRSF21	1	ENSMUSG00000023915	
TRIM56	1	ENSMUSG00000043279	
TRIM50	1	ENSMUSG00000053388	
CANT1	1	ENSMUSG00000025575	
CARNMT1	1	ENSMUSG00000024726	
HM13	1	ENSMUSG00000019188	
SRBD1	1	ENSMUSG00000024135	
UBQLN1	1	ENSMUSG00000005312	
TRIM46	1	ENSMUSG00000042766	
TRIM47	1	ENSMUSG00000020773	
ZNF865	1	ENSMUSG00000074405	
TRIM42	1	ENSMUSG00000032451	
UBQLN4	1	ENSMUSG00000008604	
RILP	1	ENSMUSG00000038195	
TRIM43	1	ENSMUSG00000079162	
TRIM44	1	ENSMUSG00000027189	
TRIM45	1	ENSMUSG00000033233	
UBQLN2	1	ENSMUSG00000050148	
TRIM40	1	ENSMUSG00000073399	
TRIM41	1	ENSMUSG00000040365	
TXNL1	1	ENSMUSG00000024583	
CABLES1	1	ENSMUSG00000040957	
KIAA0232	1	ENSMUSG00000029190	
TM6SF1	1	ENSMUSG00000038623	
EFR3B	1	ENSMUSG00000020658	
HCRTR2	1	ENSMUSG00000032360	
CABLES2	1	ENSMUSG00000038990	
MBD3L2B	1	ENSMUSG00000047508	
HCRTR1	1	ENSMUSG00000028778	
TM6SF2	1	ENSMUSG00000036151	
DBNDD1	1	ENSMUSG00000031970	
DBNDD2	1	ENSMUSG00000017734	
TRIM39	1	ENSMUSG00000045409	
TRIM35	1	ENSMUSG00000022043	
TRIM36	1	ENSMUSG00000033949	
TRIM37	1	ENSMUSG00000018548	
TRIM38	1	ENSMUSG00000064140	
TRIM31	1	ENSMUSG00000058063	
TRIM32	1	ENSMUSG00000051675	
TRIM33	1	ENSMUSG00000033014	
ZNF850	1	ENSMUSG00000068959	
TRIM34	2	ENSMUSG00000056144:ENSMUSG00000090215	
ECI1	1	ENSMUSG00000024132	
RFESD	1	ENSMUSG00000043190	
ECI2	2	ENSMUSG00000021416:ENSMUSG00000021417	
MTFR1L	1	ENSMUSG00000046671	
C16orf89	1	ENSMUSG00000051669	
C16orf87	1	ENSMUSG00000036934	
C16orf86	1	ENSMUSG00000013158	
EFR3A	1	ENSMUSG00000015002	
RINL	1	ENSMUSG00000051735	
TRIM28	1	ENSMUSG00000005566	
TRIM29	1	ENSMUSG00000032013	
TRIM24	1	ENSMUSG00000029833	
TRIM25	1	ENSMUSG00000000275	
TRIM26	1	ENSMUSG00000024457	
ARL16	1	ENSMUSG00000057594	
TRIM27	1	ENSMUSG00000021326	
THSD7A	1	ENSMUSG00000032625	
TRIM21	1	ENSMUSG00000030966	
TRIM23	1	ENSMUSG00000021712	
ARL10	1	ENSMUSG00000025870	
ARL11	1	ENSMUSG00000043157	
GIN1	1	ENSMUSG00000026333	
ARL15	1	ENSMUSG00000042348	
ECH1	1	ENSMUSG00000053898	
TMEM170B	1	ENSMUSG00000087370	
TMEM170A	1	ENSMUSG00000031953	
C16orf74	1	ENSMUSG00000043687	
SLPI	1	ENSMUSG00000017002	
TRIM17	1	ENSMUSG00000036964	
PNLDC1	1	ENSMUSG00000073460	
TRIM13	1	ENSMUSG00000035235	
TRIM14	1	ENSMUSG00000039853	
RIN3	1	ENSMUSG00000044456	
TRIM15	1	ENSMUSG00000050747	
TRIM16	1	ENSMUSG00000047821	
RIN1	1	ENSMUSG00000024883	
RIN2	1	ENSMUSG00000001768	
TP53	1	ENSMUSG00000059552	
TRIM10	1	ENSMUSG00000073400	
TRIM11	1	ENSMUSG00000020455	
GIPR	1	ENSMUSG00000030406	
ACTR3B	1	ENSMUSG00000056367	
TTBK1	1	ENSMUSG00000015599	
TTBK2	1	ENSMUSG00000090100	
SYNGR1	1	ENSMUSG00000022415	
SYNGR2	1	ENSMUSG00000048277	
HLTF	1	ENSMUSG00000002428	
SARAF	1	ENSMUSG00000031532	
B4GALNT1	1	ENSMUSG00000006731	
PCK1	1	ENSMUSG00000027513	
B4GALNT3	1	ENSMUSG00000041372	
B4GALNT2	1	ENSMUSG00000013418	
LYAR	1	ENSMUSG00000067367	
PCK2	1	ENSMUSG00000040618	
B4GALNT4	1	ENSMUSG00000055629	
HARS1	1	ENSMUSG00000001380	
FER1L5	1	ENSMUSG00000037432	
PHETA2	1	ENSMUSG00000049687	
FER1L4	1	ENSMUSG00000013338	
SPHKAP	1	ENSMUSG00000026163	
NBEAL1	1	ENSMUSG00000073664	
NBEAL2	1	ENSMUSG00000056724	
HARS2	1	ENSMUSG00000019143	
FER1L6	1	ENSMUSG00000037106	
PHETA1	1	ENSMUSG00000044134	
C16orf54	1	ENSMUSG00000045165	
POLA1	1	ENSMUSG00000006678	
POLA2	1	ENSMUSG00000024833	
TP73	1	ENSMUSG00000029026	
HERPUD2	1	ENSMUSG00000008429	
ECM1	1	ENSMUSG00000028108	
COX7B	1	ENSMUSG00000031231	
ECM2	1	ENSMUSG00000043631	
HIBADH	1	ENSMUSG00000029776	
GRIK5	1	ENSMUSG00000003378	
GRIK3	1	ENSMUSG00000001985	
GRIK4	1	ENSMUSG00000032017	
COX7C	1	ENSMUSG00000017778	
HERPUD1	1	ENSMUSG00000031770	
ACTR1A	1	ENSMUSG00000025228	
PCM1	1	ENSMUSG00000031592	
ACTR1B	1	ENSMUSG00000037351	
PCLO	1	ENSMUSG00000061601	
NMRK1	1	ENSMUSG00000037847	
CNTRL	1	ENSMUSG00000057110	
GIT1	1	ENSMUSG00000011877	
COX8A	1	ENSMUSG00000035885	
ATPAF2	1	ENSMUSG00000042709	
TOX4	1	ENSMUSG00000016831	
TOX3	1	ENSMUSG00000043668	
